CBT0108M0003	西安奥拓#比亚迪汽车#西安奥拓#西安奥拓#0.8 手动
RVV0623M0004	沃尔沃#沃尔沃汽车#S70#S70#2.3T 手动 T5
RVV0624A0011	沃尔沃#沃尔沃汽车#S70#S70#2.4 自动 170hp
RVV0624A0010	沃尔沃#沃尔沃汽车#S70#S70#2.4 自动 140hp
RVV0624M0012	沃尔沃#沃尔沃汽车#S70#S70#2.4T 手动
RVV0624M0011	沃尔沃#沃尔沃汽车#S70#S70#2.4 手动 170hp
RVV0625A0013	沃尔沃#沃尔沃汽车#S70#S70#2.5 自动 144hp
RVV0625A0014	沃尔沃#沃尔沃汽车#S70#S70#2.5 自动 170hp
RVV0625A0015	沃尔沃#沃尔沃汽车#S70#S70#2.5THDi 自动
RVV0625A0016	沃尔沃#沃尔沃汽车#S70#S70#2.5T 自动
RVV0625M0013	沃尔沃#沃尔沃汽车#S70#S70#2.5 手动 144hp
RVV0625M0014	沃尔沃#沃尔沃汽车#S70#S70#2.5 手动 170hp
RVV0625M0015	沃尔沃#沃尔沃汽车#S70#S70#2.5THDi 手动
RVV0620M0004	沃尔沃#沃尔沃汽车#S70#S70#2.0 手动
RVV0624A0012	沃尔沃#沃尔沃汽车#S70#S70#2.4T 自动
RVV0624M0010	沃尔沃#沃尔沃汽车#S70#S70#2.4 手动 140hp
RVV0625M0016	沃尔沃#沃尔沃汽车#S70#S70#2.5T 手动
RVV0929A0004	沃尔沃#沃尔沃汽车#S90#S90#2.9 自动 ROYAL
RVV0929A0003	沃尔沃#沃尔沃汽车#S90#S90#2.9 自动
JSL0131M0004	五十铃#五十铃#Trooper [突路霸]#Trooper [突路霸]#3.1T 手动 D三门版
JSL0135M0004	五十铃#五十铃#Trooper [突路霸]#Trooper [突路霸]#3.5 手动 三门版
JSL0130M0004	五十铃#五十铃#Trooper [突路霸]#Trooper [突路霸]#3.0T 手动 DTI 三门版
KXD0130A0006	现代#现代汽车#Sonata [索纳塔]#Sonata [索纳塔]#3.0 手自一体
KXD0225M0008	现代#现代汽车#Galloper#Galloper#2.5T 手动 柴油
KXD0230M0008	现代#现代汽车#Galloper#Galloper#3.0 手动
KXD0516A0004	现代#现代汽车#Coupe [酷派]#Coupe [酷派]#1.6 手自一体
KXD0516M0004	现代#现代汽车#Coupe [酷派]#Coupe [酷派]#1.6 手动
KXD0624A0004	现代#现代汽车#Satellite#Satellite#2.4 自动
KXD0624M0004	现代#现代汽车#Satellite#Satellite#2.4 手动
KXD0625A0004	现代#现代汽车#Satellite#Satellite#2.5TDI 自动
KXD0625M0004	现代#现代汽车#Satellite#Satellite#2.5TDI 手动
AGX0131M0007	雪佛兰#通用汽车#Camaro [科迈罗]#Camaro [科迈罗]#3.1 手动
AGX0138M0006	雪佛兰#通用汽车#Camaro [科迈罗]#Camaro [科迈罗]#3.8 手动
AGX0150M0013	雪佛兰#通用汽车#Camaro [科迈罗]#Camaro [科迈罗]#5.0 手动 172hp
AGX0150M0014	雪佛兰#通用汽车#Camaro [科迈罗]#Camaro [科迈罗]#5.0 手动 218hp
AGX0157M0012	雪佛兰#通用汽车#Camaro [科迈罗]#Camaro [科迈罗]#5.7 手动
AGX0157M0011	雪佛兰#通用汽车#Camaro [科迈罗]#Camaro [科迈罗]#5.7 手动 运动版
AGX0157M0023	雪佛兰#通用汽车#Camaro [科迈罗]#Camaro Convertible [科迈罗 敞篷]#5.7 手动 运动版
AGX0157M0024	雪佛兰#通用汽车#Camaro [科迈罗]#Camaro Convertible [科迈罗 敞篷]#5.7 手动
AGX0222M0007	雪佛兰#通用汽车#Corsica [柯西嘉]#Corsica [柯西嘉]#2.2 手动
AGX0231A0007	雪佛兰#通用汽车#Corsica [柯西嘉]#Corsica [柯西嘉]#3.1 自动 V6
AGX0357A0008	雪佛兰#通用汽车#Suburban#Suburban#5.7 自动 V8
AGX0374A0008	雪佛兰#通用汽车#Suburban#Suburban#7.4 自动 V8
AGX0457A0008	雪佛兰#通用汽车#Tahoe [豪放]#Tahoe [豪放]#5.7 自动
AGX0465A0008	雪佛兰#通用汽车#Tahoe [豪放]#Tahoe [豪放]#6.5 自动 Diesel
AGX0531A0003	雪佛兰#通用汽车#Lumina [鲁米娜]#Lumina [鲁米娜]#3.1 自动 V6
AGX0618M0005	雪佛兰#通用汽车#Prizm [普林斯]#Prizm [普林斯]#1.8 手动
AGX0850A0007	雪佛兰#通用汽车#Express#Express#5.0 自动 V8
AGX0857A0013	雪佛兰#通用汽车#Express#Express#5.7 自动 V8
AGX0865A0013	雪佛兰#通用汽车#Express#Express#6.5 自动 V8 TD柴油版
AGX0874A0013	雪佛兰#通用汽车#Express#Express#7.4TD 自动 V8 柴油版
AGX0881A0013	雪佛兰#通用汽车#Express#Express#8.1 自动 V8
AGX0857A0014	雪佛兰#通用汽车#Express#Express LWB#5.7 自动 V8
AGX0865A0014	雪佛兰#通用汽车#Express#Express LWB#6.5TD 自动 V8 柴油版
AGX0874A0014	雪佛兰#通用汽车#Express#Express LWB#7.4 自动 V8
AGX0881A0014	雪佛兰#通用汽车#Express#Express LWB#8.1 自动 V8
AGX0943A0011	雪佛兰#通用汽车#Astro#Astro#4.3 自动 V6
AGX1057A0001	雪佛兰#通用汽车#Impala [英帕拉]#Impala [英帕拉]#5.7 自动
AGX1131A0006	雪佛兰#通用汽车#Malibu [迈锐宝]#Malibu [迈锐宝]#3.1 自动 V6
AGX1222A0009	雪佛兰#通用汽车#Blazer [开拓者]#Blazer [开拓者]#2.2 自动 五门版
AGX1222M0009	雪佛兰#通用汽车#Blazer [开拓者]#Blazer [开拓者]#2.2 手动 137hp 五门版
AGX1222M0018	雪佛兰#通用汽车#Blazer [开拓者]#Blazer [开拓者]#2.2 手动 114hp 五门版
AGX1243A0017	雪佛兰#通用汽车#Blazer [开拓者]#Blazer [开拓者]#4.3 自动 V6 三门版
AGX1243A0018	雪佛兰#通用汽车#Blazer [开拓者]#Blazer [开拓者]#4.3 自动 V6 五门版
AGX1243M0009	雪佛兰#通用汽车#Blazer [开拓者]#Blazer [开拓者]#4.3 手动 V6 三门版
AGX1357M0011	雪佛兰#通用汽车#Corvette [克尔维特]#Corvette C5 Convertible [克尔维特C5 敞篷]#5.7 手动 344匹
AGX1357M0012	雪佛兰#通用汽车#Corvette [克尔维特]#Corvette C5 Convertible [克尔维特C5 敞篷]#5.7 手动 355匹
FCT0116M0005	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#1.6 手动
FCT0118A0009	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#1.8 自动 103hp
FCT0118M0018	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#1.8 手动 112hp
FCT0118M0008	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#1.8 手动 90hp
FCT0118M0017	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#1.8 手动 103hp
FCT0119A0013	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#1.9T 自动 HDi
FCT0119A0008	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#1.9 自动 HDi 71hp
FCT0119M0023	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#1.9T 手动 HDi
FCT0119M0021	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#1.9 手动 HDi 71hp
FCT0119M0022	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#1.9 手动 HDi 75hp
FCT0120A0008	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#2.0 自动 135hp
FCT0120A0007	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#2.0 自动 123hp
FCT0120A0013	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#2.0 自动 122hp
FCT0120M0032	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#2.0 手动 135hp
FCT0120M0057	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#2.0 手动 HDi 110hp
FCT0120M0058	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#2.0 手动 HDi 90hp
FCT0120M0034	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#2.0T 手动
FCT0120M0031	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#2.0 手动 122hp
FCT0120M0033	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#2.0 手动 155hp
FCT0121M0009	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#2.1T 手动 HDi
FCT0130A0009	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#3.0 自动
FCT0130M0009	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#3.0 手动
FCT0118A0004	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#1.8 自动 112hp
FCT0119M0007	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia [桑蒂雅]#1.9 手动 HDi
FCT0118M0025	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia Wagon [桑蒂雅 旅行版]#1.8 手动 112hp
FCT0118M0026	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia Wagon [桑蒂雅 旅行版]#1.8 手动 90hp
FCT0119A0012	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia Wagon [桑蒂雅 旅行版]#1.9T 自动 HDi
FCT0119M0036	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia Wagon [桑蒂雅 旅行版]#1.9 手动 HDi
FCT0119M0037	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia Wagon [桑蒂雅 旅行版]#1.9T 手动 HDi
FCT0120A0021	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia Wagon [桑蒂雅 旅行版]#2.0 自动 135hp
FCT0120A0024	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia Wagon [桑蒂雅 旅行版]#2.0 自动 122hp
FCT0120M0056	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia Wagon [桑蒂雅 旅行版]#2.0T 手动
FCT0120M0055	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia Wagon [桑蒂雅 旅行版]#2.0 手动 135hp
FCT0120M0048	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia Wagon [桑蒂雅 旅行版]#2.0 手动 HDi 110hp
FCT0121M0016	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia Wagon [桑蒂雅 旅行版]#2.1T 手动 HDi
FCT0118M0029	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia Wagon [桑蒂雅 旅行版]#1.8 手动
FCT0120A0020	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia Wagon [桑蒂雅 旅行版]#2.0 自动 123hp
FCT0120M0049	雪铁龙#雪铁龙汽车#Xantia [桑蒂雅]#Xantia Wagon [桑蒂雅 旅行版]#2.0 手动 HDi 90hp
JNY0241A0005	英菲尼迪#日产汽车#Q45#Q45#4.1 自动
JNY0333A0004	英菲尼迪#日产汽车#QX#QX4#3.3 自动
